site_id,location_name,latitude,longitude,demand_category,coverage_evs,density_per_km2,annual_profit_inr,price_per_kwh_inr,capacity_charging_points,setup_cost_inr,grid_upgrade_cost_inr,total_setup_cost_inr,nearest_grid_id,nearest_grid_name,grid_voltage_kv,grid_available_kw,grid_required_kw,grid_capacity_gap_kw,distance_to_grid_km,grid_capacity_ok,site_type,queue_arrival_rate_per_hour,queue_service_rate_per_charger_per_hour,queue_chargers,queue_station_capacity_K,avg_charging_time_min,avg_wait_time_min,avg_time_in_station_min,queue_Lq,queue_L,queue_P0,queue_P_block,queue_utilization
101,Just Paratha,22.6901939,75.8642944,High,1319.42,16.7993,16564649.09,18.0,4,2816866.5791643476,0.0,2816866.5791643476,24,,11.0,252.0,200.0,52.0,1.379318889526347,True,restaurant,10.99514229141516,4.0,4,,15.0,4.9033430726427065,19.903343072642706,0.898549246455523,3.647334819309313,0.05378390210526667,0.0,0.6871963932134475
102,Neelkanth restaurant,22.7177657,75.8698126,High,1640.08,20.8821,20604997.93,18.0,4,2744064.7015070496,0.0,2744064.7015070496,17,,11.0,252.0,200.0,52.0,1.7633436337584574,True,restaurant,13.667331646848233,4.0,4,,15.0,17.938041322587875,32.93804132258787,4.086085997511276,7.502918909223334,0.01790301011298053,0.0,0.8542082279280145
103,Apna Sweets,22.7257518,75.8920658,High,1547.23,19.6999,19435092.1,18.0,4,2825666.703279331,0.0,2825666.703279331,17,,11.0,252.0,200.0,52.0,1.1075138881899926,True,restaurant,12.89358412590411,4.0,4,,15.0,11.724131910024493,26.72413191002449,2.5194346847516274,5.742830716227655,0.0261990311284342,0.0,0.8058490078690069
104,Kabeer roasted chicken,22.7138033,75.8745714,High,1606.62,20.4562,20183434.6,18.0,8,4564631.978985445,125800.0,4690431.978985445,17,,11.0,252.0,400.0,-148.0,1.320641415862772,False,restaurant,13.388519818350561,4.0,8,,15.0,0.07602207662099675,15.076022076620996,0.01696371799120633,3.3640936725788464,0.03510267846755281,0.0,0.41839124432345504
107,Neelkamal restaurant,22.7178272,75.8694472,High,1640.08,20.8821,20604997.93,18.0,4,2742731.514883329,0.0,2742731.514883329,17,,11.0,252.0,200.0,52.0,1.8011262161844408,True,restaurant,13.667331646848233,4.0,4,,15.0,17.938041322587875,32.93804132258787,4.086085997511276,7.502918909223334,0.01790301011298053,0.0,0.8542082279280145
109,,22.700538747462364,75.92601925588221,High,1487.65,18.9414,18684436.78,18.0,8,4756245.237139989,0.0,4756245.237139989,18,Indore East,220.0,54000.0,400.0,53600.0,0.5375859775274936,True,restaurant,12.397118783526254,4.0,8,,15.0,0.047494577611266686,15.047494577611268,0.009813265337004662,3.1090929612185683,0.045021190216848424,0.0,0.38740996198519545
110,,22.7478513,75.8949282,High,1357.39,17.2828,17043056.26,18.0,12,6622490.374799627,0.0,6622490.374799627,13,Satya Sai Substation,132.0,36000.0,600.0,35400.0,0.3461612388077147,True,fuel_station,11.311549263829985,4.0,12,,15.0,6.908847463423887e-05,15.000069088474635,1.3024961406467687e-05,2.8279003409189025,0.05913759068826303,0.0,0.23565727632979136
112,,22.7169637,75.8844267,High,1592.62,20.2779,20006988.97,18.0,8,4724061.830478864,125800.0,4849861.830478864,17,,11.0,252.0,400.0,-148.0,0.26214475847344637,False,fuel_station,13.271822931329698,4.0,8,,15.0,0.07208209318777545,15.072082093187776,0.015944346288462707,3.3339000791208875,0.036147061497470115,0.0,0.41474446660405306
113,,22.7173106,75.8843472,High,1602.11,20.3987,20126590.76,18.0,4,2923523.770936519,0.0,2923523.770936519,17,,11.0,252.0,200.0,52.0,0.2730265393797224,True,fuel_station,13.350924674433408,4.0,4,,15.0,14.943779315397432,29.943779315397435,3.325221199853786,6.662952368462138,0.021124364463071962,0.0,0.834432792152088
114,,22.707562,75.8785267,High,1566.21,19.9417,19674295.69,18.0,8,4713442.89629466,125800.0,4839242.89629466,17,,11.0,252.0,400.0,-148.0,1.3584274015696385,False,fuel_station,13.051787612111523,4.0,8,,15.0,0.06510232044651822,15.065102320446519,0.01416169432539302,3.277108597353274,0.03820077709874947,0.0,0.4078683628784851
115,,22.7233775,75.8868323,High,1583.13,20.157,19887387.18,18.0,12,6535780.614672751,295800.0,6831580.614672751,17,,11.0,252.0,600.0,-348.0,0.7132734766313265,False,fuel_station,13.192721188225995,4.0,12,,15.0,0.000303825253264904,15.000303825253265,6.68046976044338e-05,3.2982471017541037,0.03695011324700874,0.0,0.2748483580880416
117,,22.7225077,75.8344146,High,1439.63,18.3299,18079308.88,18.0,8,4708453.202852855,125800.0,4834253.202852855,27,,11.0,252.0,400.0,-148.0,1.3812087571504026,False,fuel_station,11.996901774093992,4.0,8,,15.0,0.03878409574968158,15.038784095749682,0.007754816451766436,3.0069802599752644,0.0497730903685463,0.0,0.37490318044043724
118,,22.7323563,75.846771,High,1614.7,20.5589,20285149.89,18.0,12,6481353.969509247,0.0,6481353.969509247,33,,132.0,36000.0,600.0,35400.0,1.4595721819455636,True,fuel_station,13.455791862004471,4.0,12,,15.0,0.00036605713385583097,15.000366057133855,8.209314337943285e-05,3.364030058644497,0.034598128082596394,0.0,0.2803289971250931
120,,22.751515,75.8907697,High,1338.4,17.0411,16803852.68,18.0,4,3020894.007529152,0.0,3020894.007529152,31,,11.0,252.0,200.0,52.0,0.7192741607967892,True,fuel_station,11.153345777622572,4.0,4,,15.0,5.2507438427878075,20.250743842787806,0.9760560278055853,3.764392472211228,0.05101104415728397,0.0,0.6970841111014108
122,,22.7051042,75.8439517,High,1101.1,14.0196,13813807.88,18.0,8,4696375.04166044,125800.0,4822175.04166044,27,,11.0,252.0,400.0,-148.0,0.8358520894819568,False,fuel_station,9.175802200029917,4.0,8,,15.0,0.007068880723033561,15.007068880723034,0.0010810441881693403,2.295031594195649,0.10085294380872067,0.0,0.2867438187509349
124,,22.6798417,75.8346339,High,2030.84,25.8575,25528600.11,18.0,12,6625643.764069424,295800.0,6921443.764069424,23,,11.0,252.0,600.0,-348.0,0.7563413727252501,False,fuel_station,16.923683479068867,4.0,12,,15.0,0.002977923681044335,15.002977923681044,0.0008399572967136326,4.23176082706393,0.014537786202381347,0.0,0.35257673914726806
125,,22.7506435,75.8986026,High,1252.97,15.9533,15727436.55,18.0,8,4844460.673871934,0.0,4844460.673871934,13,Satya Sai Substation,132.0,36000.0,400.0,35600.0,0.14692459158023477,True,fuel_station,10.441430089689216,4.0,8,,15.0,0.0162298124868131,15.016229812486813,0.002824374207497068,2.613181896629801,0.07348060855273686,0.0,0.326294690302788
126,,22.6784417,75.877844,High,1224.49,15.5908,15368631.17,18.0,12,6625966.752829273,0.0,6625966.752829273,9,Indore SZ,220.0,54000.0,600.0,53400.0,1.990316997344958,True,fuel_station,10.204124860378098,4.0,12,,15.0,2.493773701499652e-05,15.000024937737015,4.2411297039382844e-06,2.5510354562242283,0.07800115882264824,0.0,0.21258593459121036
128,,22.7457389,75.8717393,High,2883.28,36.7111,36269361.16,18.0,8,4745961.903987998,0.0,4745961.903987998,29,,132.0,36000.0,400.0,35600.0,0.9429360410166135,True,fuel_station,24.02736401169155,4.0,8,,15.0,2.6985983752844858,17.698598375284483,1.0806700914053289,7.087511094328216,0.002125163399792311,0.0,0.7508551253653609
130,,22.7460415,75.8937263,High,1423.83,18.1288,17880268.81,18.0,4,3012482.4760229746,0.0,3012482.4760229746,13,Satya Sai Substation,132.0,36000.0,200.0,35800.0,0.5696309749882552,True,fuel_station,11.865261465555927,4.0,4,,15.0,7.1886177178020825,22.188617717802085,1.4215804799608271,4.387895846349809,0.039683705192439085,0.0,0.7415788415972454
132,,22.7515167,75.8907719,High,1338.4,17.0411,16803852.68,18.0,8,4820907.171254826,125800.0,4946707.171254826,31,,11.0,252.0,400.0,-148.0,0.7192173828932839,False,fuel_station,11.153345777622572,4.0,8,,15.0,0.024617436849378435,15.024617436849379,0.004576113088998421,2.792912557494642,0.061485605179366236,0.0,0.3485420555507054
134,,22.7507041,75.8987139,High,1252.97,15.9533,15727436.55,18.0,12,6645049.958398459,0.0,6645049.958398459,13,Satya Sai Substation,132.0,36000.0,600.0,35400.0,0.15934465531759417,True,fuel_station,10.441430089689216,4.0,12,,15.0,3.135979907994053e-05,15.000031359799081,5.457352495331655e-06,2.6103629797748,0.07350822208379662,0.0,0.217529793535192
137,,22.7313097,75.9014745,High,1490.28,18.9748,18717481.35,18.0,8,4810357.83021512,0.0,4810357.83021512,13,Satya Sai Substation,132.0,36000.0,400.0,35600.0,2.0703975001839527,True,fuel_station,12.418973667281874,4.0,8,,15.0,0.048012251871473864,15.048012251871475,0.009937714861645646,3.1146811316821146,0.04477509894415665,0.0,0.38809292710255855
140,,22.7203729,75.8713661,High,1602.11,20.3987,20126590.76,18.0,8,4663194.283096403,125800.0,4788994.283096403,17,,11.0,252.0,400.0,-148.0,1.6459664940503764,False,fuel_station,13.350924674433408,4.0,8,,15.0,0.07473422618722866,15.074734226187228,0.016629517073795976,3.3543606856821477,0.03543582992717275,0.0,0.417216396076044
141,,22.713759,75.8751728,High,1649.57,21.003,20724599.72,18.0,4,2885780.259819294,0.0,2885780.259819294,17,,11.0,252.0,200.0,52.0,1.262669453583417,True,fuel_station,13.746433389951935,4.0,4,,15.0,18.82159921930786,33.821599219307856,4.312164332676447,7.748772680164431,0.01713235899490756,0.0,0.859152086871996
145,,22.7172258,75.8844459,High,1602.11,20.3987,20126590.76,18.0,8,4724017.33476366,125800.0,4849817.33476366,17,,11.0,252.0,400.0,-148.0,0.2617940897872291,False,fuel_station,13.350924674433408,4.0,8,,15.0,0.07473422618722866,15.074734226187228,0.016629517073795976,3.3543606856821477,0.03543582992717275,0.0,0.417216396076044
147,,22.7134893,75.8752533,High,1616.11,20.577,20303036.39,18.0,8,4686596.9986835,125800.0,4812396.9986835,17,,11.0,252.0,400.0,-148.0,1.2635975158553359,False,fuel_station,13.467621561454267,4.0,8,,15.0,0.07879039292490586,15.078790392924905,0.017685319909848597,3.384590710273415,0.034411814862864654,0.0,0.42086317379544586
148,,22.7240568,75.8892585,High,1583.13,20.157,19887387.18,18.0,8,4747353.475978777,125800.0,4873153.475978777,17,,11.0,252.0,400.0,-148.0,0.8224662819195071,False,fuel_station,13.192721188225995,4.0,8,,15.0,0.06950656299707184,15.069506562997072,0.015283011772870577,3.3134633088293692,0.036872441122253845,0.0,0.41227253713206236
149,,22.7104515,75.8804333,High,1547.23,19.6999,19435092.1,18.0,8,4714480.059636378,125800.0,4840280.059636378,17,,11.0,252.0,400.0,-148.0,0.987787352735235,False,fuel_station,12.89358412590411,4.0,8,,15.0,0.06042996712634874,15.06042996712635,0.012985981081153288,3.2363820125571814,0.039748502407779704,0.0,0.40292450393450346
151,,22.7231615,75.8691033,High,1640.08,20.8821,20604997.93,18.0,8,4655566.579070992,0.0,4655566.579070992,33,,132.0,36000.0,400.0,35600.0,1.9264481578566566,True,fuel_station,13.667331646848233,4.0,8,,15.0,0.0861438859689444,15.086143885968944,0.01962261764809732,3.4364555293601553,0.032726923722063886,0.0,0.42710411396400727
152,,22.7073265,75.8570633,High,1347.89,17.1619,16923454.47,18.0,8,4661484.0673854705,125800.0,4787284.0673854705,27,,11.0,252.0,400.0,-148.0,1.613660068659984,False,fuel_station,11.232447520726279,4.0,8,,15.0,0.02573333086381521,15.025733330863813,0.004817471474354836,2.8129293516559244,0.06027964373925521,0.0,0.3510139850226962
154,,22.7152935,75.841088,High,1063.13,13.5362,13335400.71,18.0,8,4679644.569217967,125800.0,4805444.569217967,27,,11.0,252.0,400.0,-148.0,0.33923367121439063,False,fuel_station,8.859395227615092,4.0,8,,15.0,0.005621348189595572,15.005621348189596,0.0008300290887277625,2.215678835992501,0.10915823626401698,0.0,0.27685610086297163
156,,22.723309,75.8582005,High,1478.71,18.8275,18571767.46,18.0,4,2818702.2010635715,0.0,2818702.2010635715,33,,132.0,36000.0,200.0,35800.0,1.6496944117300931,True,fuel_station,12.322602014085223,4.0,4,,15.0,8.872362656524455,23.87236265652445,1.822176565683046,4.902827069204352,0.033303573654664034,0.0,0.7701626258803265
157,,22.7231017,75.8298335,High,1901.14,24.206,23894297.51,18.0,12,6529804.463830858,295800.0,6825604.463830858,27,,11.0,252.0,600.0,-348.0,1.745171172860416,False,fuel_station,15.842795125058855,4.0,12,,15.0,0.0016505649788459969,15.001650564978844,0.00043582604667423717,3.9611346073113873,0.01904898811358327,0.0,0.33005823177205945
160,,22.6952979,75.8296205,High,1976.54,25.1661,24844453.74,18.0,12,6577726.012639102,295800.0,6873526.012639102,23,,11.0,252.0,600.0,-348.0,2.1604323501612317,False,fuel_station,16.471205560661662,4.0,12,,15.0,0.002340236026865313,15.002340236026866,0.0006424418109827449,4.118443831976398,0.01627923964823131,0.0,0.34315011584711796
161,,22.746692,75.8127156,High,564.68,7.1897,7054920.93,18.0,4,3047945.7309690453,0.0,3047945.7309690453,20,,220.0,54000.0,200.0,53800.0,4.192942405222575,True,fuel_station,4.705637249586465,4.0,4,,15.0,0.18463581093167855,15.184635810931677,0.01448048582546184,1.1908897982220779,0.3074295408869676,0.0,0.29410232809915404
163,,22.7708692,75.9095674,High,730.9,9.3061,9149337.99,18.0,8,4950857.0485380525,125800.0,5076657.0485380525,16,,11.0,252.0,400.0,-148.0,1.312337887980644,False,fuel_station,6.090834218985375,4.0,8,,15.0,0.00044719998031417496,15.000447199980314,4.5397015713786045e-05,1.5227539517620574,0.21811906581351942,0.0,0.19033856934329296
164,,22.7728181,75.9025012,High,778.36,9.9104,9747346.95,18.0,8,4937123.843855765,125800.0,5062923.843855765,16,,11.0,252.0,400.0,-148.0,0.7762065143702144,False,fuel_station,6.486342934503906,4.0,8,,15.0,0.0006910425738105533,15.000691042573811,7.470565193462461e-05,1.621660439277911,0.19758328768833666,0.0,0.20269821670324706
169,,22.7713602,75.9012379,High,816.33,10.3938,10225754.11,18.0,4,3127787.2640406643,0.0,3127787.2640406643,16,,11.0,252.0,200.0,52.0,0.5701791817573033,True,fuel_station,6.802749906918731,4.0,4,,15.0,0.7098190163042919,15.70981901630429,0.08047868745155277,1.7811661641812355,0.17943434592257723,0.0,0.42517186918242067
171,,22.7343705,75.8519724,High,2245.42,28.5896,28232266.0,18.0,12,6478493.305715228,0.0,6478493.305715228,33,,132.0,36000.0,600.0,35400.0,0.8824539464716149,True,fuel_station,18.71182294870908,4.0,12,,15.0,0.007155424155772854,15.007155424155771,0.002231517165428963,4.680187254342699,0.009295895719922728,0.0,0.3898296447647725
175,,22.7876956,75.9068155,High,2012.4,25.6227,25296280.45,18.0,4,3209224.1009952473,0.0,3209224.1009952473,34,,132.0,36000.0,200.0,35800.0,1.9811546115905836,True,fuel_station,16.770032855851348,4.0,4,,15.0,inf,inf,inf,inf,-0.004145605854410076,0.0,1.0
178,,22.6699767,75.9178555,High,1716.31,21.8527,21565452.69,18.0,12,6772520.068663463,0.0,6772520.068663463,18,Indore East,220.0,54000.0,600.0,53400.0,3.0563197621669707,True,fuel_station,14.30255328229995,4.0,12,,15.0,0.0006474677525263963,15.000647467752525,0.00015434070048466302,3.575792661275472,0.02799713643301345,0.0,0.29796986004791565
179,,22.6784988,75.8778009,High,1224.49,15.5908,15368631.17,18.0,8,4825624.477683253,0.0,4825624.477683253,9,Indore SZ,220.0,54000.0,400.0,53600.0,1.997934316808093,True,fuel_station,10.204124860378098,4.0,8,,15.0,0.014019161486987224,15.014019161486985,0.0023842212375170253,2.5534154363320414,0.07797650640806554,0.0,0.31887890188681556
180,,22.6806373,75.8632954,High,1148.56,14.6239,14411816.84,18.0,8,4796664.007096804,125800.0,4922464.007096804,24,,11.0,252.0,400.0,-148.0,1.1962564945352685,False,fuel_station,9.571310915548448,4.0,8,,15.0,0.009293682894252456,15.009293682894253,0.0014825454755234072,2.3943102743626357,0.09135313663488041,0.0,0.299103466110889
186,,22.8018198,75.9140682,High,1144.68,14.5745,14362921.05,18.0,8,5086727.948215479,0.0,5086727.948215479,34,,132.0,36000.0,400.0,35600.0,0.2437512026426568,True,fuel_station,9.538972422349264,4.0,8,,15.0,0.009092661026432206,15.00909266102643,0.0014455773796151128,2.3861886829669308,0.0920951421710939,0.0,0.2980928881984145
188,,22.7734117,75.8474529,High,3216.99,40.96,40474048.82,18.0,12,6673382.015887591,295800.0,6969182.015887591,21,,11.0,252.0,600.0,-348.0,0.2808568821795758,False,fuel_station,26.808243104795395,4.0,12,,15.0,0.13417073339854715,15.134170733398548,0.05994802730828238,6.762008803507131,0.0012202135816461953,0.0,0.5585050646832374
191,,22.6954147,75.865763,High,1490.28,18.9748,18717481.35,18.0,8,4726611.524968112,125800.0,4852411.524968112,24,,11.0,252.0,400.0,-148.0,1.8367751249250324,False,fuel_station,12.418973667281874,4.0,8,,15.0,0.048012251871473864,15.048012251871475,0.009937714861645646,3.1146811316821146,0.04477509894415665,0.0,0.38809292710255855
198,,22.6851425,75.9113216,High,2440.23,31.0699,30686859.74,18.0,4,3101653.7509458587,0.0,3101653.7509458587,18,Indore East,220.0,54000.0,200.0,53800.0,2.059663181208775,True,fuel_station,20.335232096352613,4.0,4,,15.0,inf,inf,inf,inf,-0.01617741762928309,0.0,1.0
201,,22.7034888,75.8098483,High,2144.28,27.3019,26957950.08,18.0,4,3035125.3414231213,0.0,3035125.3414231213,27,,11.0,252.0,200.0,52.0,3.4809281412743887,True,fuel_station,17.86902110819661,4.0,4,,15.0,inf,inf,inf,inf,-0.008948421675580834,0.0,1.0
209,,22.6826152,75.8583749,High,1148.56,14.6239,14411816.84,18.0,12,6585089.716812383,295800.0,6880889.716812383,24,,11.0,252.0,600.0,-348.0,0.6468838049224257,False,fuel_station,9.571310915548448,4.0,12,,15.0,1.3106587115595811e-05,15.000013106587115,2.0907870054181473e-06,2.3928298196741173,0.0913709289854225,0.0,0.19940231074059267
211,,22.6737218,75.8417972,High,2666.24,33.9477,33534640.26,18.0,4,3041016.4774383623,0.0,3041016.4774383623,23,,11.0,252.0,200.0,52.0,1.3719291961782727,True,fuel_station,22.218685508981707,4.0,4,,15.0,inf,inf,inf,inf,-0.019413322149922866,0.0,1.0
212,,22.6499584,75.8211476,High,431.59,5.4951,5377979.94,18.0,4,3187180.3779471833,0.0,3187180.3779471833,25,,11.0,252.0,200.0,52.0,0.9926456025168698,True,fuel_station,3.5965488914109276,4.0,4,,15.0,0.06908870227169789,15.069088702271697,0.004141348259404911,0.9032785711121367,0.40656333810233825,0.0,0.22478430571318297
213,,22.6382184,75.8139674,High,124.19,1.5813,1504810.52,18.0,8,5054522.736750077,125800.0,5180322.736750077,25,,11.0,252.0,400.0,-148.0,0.5507984265420611,False,fuel_station,1.0349279676581027,4.0,8,,15.0,7.699662622999326e-10,15.000000000769967,1.3280993650122916e-11,0.25873199192780666,0.7720299055751303,0.0,0.03234149898931571
214,,22.6282856,75.8057637,Medium,99.0,1.2604,1179820.77,18.0,12,6916016.443074177,295800.0,7211816.443074177,25,,11.0,252.0,600.0,-348.0,1.932708627301254,False,fuel_station,0.81998757817873,4.0,12,,15.0,1.2119306990852809e-17,15.0,1.6562801981056578e-19,0.2049968945446825,0.8146498462661834,0.0,0.01708307454539021
218,,22.8000029,75.8470766,High,949.22,12.0859,11900179.2,18.0,12,6805292.904515618,295800.0,7101092.904515618,21,,11.0,252.0,600.0,-348.0,3.134543438801175,False,fuel_station,7.910174310370603,4.0,12,,15.0,1.8520967299459799e-06,15.00000185209673,2.4417346622566813e-07,1.9775438217661168,0.13840880764684094,0.0,0.1647952981327209
221,,22.76340823846208,75.9058447824534,High,844.81,10.7564,10584559.49,18.0,4,3112112.343297058,0.0,3112112.343297058,16,,11.0,252.0,200.0,52.0,1.0142001838278785,True,fuel_station,7.040055136229849,4.0,4,,15.0,0.8060343670270874,15.806034367027088,0.09457543975944703,1.8545892238169095,0.1685931657972581,0.0,0.4400034460143656
225,,22.762204120661046,75.88352620475747,High,1044.14,13.2944,13096197.12,18.0,12,6644235.001122496,295800.0,6940035.001122496,15,Vijaynagar Substation,11.0,252.0,600.0,-348.0,0.560535707878894,False,fuel_station,8.70119174140768,4.0,12,,15.0,4.963657616658322e-06,15.000004963657618,7.198289443540452e-07,2.1752986551808644,0.11357430365553961,0.0,0.18127482794599334
227,,22.698196158625876,75.86432455881018,High,1499.77,19.0957,18837083.14,18.0,8,4711379.605721184,125800.0,4837179.605721184,24,,11.0,252.0,400.0,-148.0,1.9599247078970286,False,fuel_station,12.498075410385576,4.0,8,,15.0,0.04992419979998929,15.049924199799987,0.010399273565057045,3.134918126161451,0.04389551587294281,0.0,0.39056485657454926
230,,22.694604374176752,75.90051197461435,High,4309.69,54.8726,54242028.61,18.0,4,3033870.9575489312,0.0,3033870.9575489312,19,,11.0,252.0,200.0,52.0,1.2922015673055665,True,fuel_station,35.914053160785066,4.0,4,,15.0,inf,inf,inf,inf,-0.02144237056572916,0.0,1.0
231,,22.670128259538505,75.88185076020068,High,768.87,9.7895,9627745.15,18.0,12,6671492.705626234,0.0,6671492.705626234,9,Indore SZ,220.0,54000.0,600.0,53400.0,0.9787946229135178,True,fuel_station,6.4072411914002,4.0,12,,15.0,1.9984609682687105e-07,15.000000199846097,2.134103572549468e-08,1.6018103191910855,0.20153135542372963,0.0,0.13348419148750415
